topic,gamma,document_id,advertiser,text
2,0.9985809032002907,645,Fentanyl Free Communities,"RSVP Now for the FFCF May Gala & Win Big!

Michele Hein, Chair of the Fentanyl Free Communities Foundation, invites you to the FFCF May Gala, an evening dedicated to inspiration, recognition, and taking action against the fentanyl crisis. And here's an added bonus: with every gala ticket purchase, you stand a chance to win 4 tickets to see the Twins vs. the White Sox on April 23!

Special Raffle Announcement:

As a token of our appreciation, every gala ticket purchased by April 18 enters you into a raffle to win 4 Champion Club tickets and valet parking for the Twins game. It's a fantastic way to enjoy a live game while supporting a crucial cause. Remember, the raffle ends on April 18, so secure your spot now!

Event Details: 

- Date: Friday, May 17, 2024  
- Time: 6:00 PM - 9:00 PM  
- Location: Southview Country Club, 239 Mendota Road East, West St Paul, MN 55118  
- Dress Code: Semi-formal Attire

Why Attend?  

Your attendance fuels our mission to educate, advocate, and push for policy changes, moving us toward fentanyl-free communities. Highlights of the gala include:

- Inspiring Insights: Don't miss the chance to hear from Congresswoman Angie Craig and Hennepin County Sheriff Dawanna Witt, as well as powerful stories from young adults in recovery.
- Silent Auction: Bid on exclusive items, from sports memorabilia to chef-prepared dinners, movie tickets, and more. All proceeds support our cause.
- Networking Opportunities: Connect with individuals committed to making a difference.

Tickets are $150 per person, with full tables available for $1,350. Each ticket includes appetizers, dinner, dessert, and beverages.

RSVP and Ticket Info: fentanylfreecommunities.org/rsvp

@[1264749215:2048:Michele Law Hein] @[100002535945200:2048:Michelle Loberg] @[1186140468:2048:Brian Hilgardner] @[100077458432573:2048:Paul Ostrow]

#OpioidAwareness #FacesofFentanyl #FentanylCrisis #FFCFMayGala #CompassionateAction #FentanylFreeCommunities #FocusonFentanyl #LessLivesLost #OnePillCanKill #Minneapolis #Minnesota #StPaul #Twincities #fentanylchangeseverything"
2,0.9985809032002907,646,Fentanyl Free Communities,"RSVP Now for the FFCF May Gala & Win Big!

Michele Hein, Chair of the Fentanyl Free Communities Foundation, invites you to the FFCF May Gala, an evening dedicated to inspiration, recognition, and taking action against the fentanyl crisis. And here's an added bonus: with every gala ticket purchase, you stand a chance to win 4 tickets to see the Twins vs. the White Sox on April 23!

Special Raffle Announcement: 
As a token of our appreciation, every gala ticket purchased by April 18 enters you into a raffle to win 4 Champion Club tickets and valet parking for the Twins game. It's a fantastic way to enjoy a live game while supporting a crucial cause. Remember, the raffle ends on April 18, so secure your spot now!

Event Details: 
- Date: Friday, May 17, 2024  
- Time: 6:00 PM - 9:00 PM  
- Location: Southview Country Club, 239 Mendota Road East, West St Paul, MN 55118  
- Dress Code: Semi-formal Attire

Why Attend?  
Your attendance fuels our mission to educate, advocate, and push for policy changes, moving us toward fentanyl-free communities. Highlights of the gala include:

- Inspiring Insights: Don't miss the chance to hear from Congresswoman Angie Craig and Hennepin County Sheriff Dawanna Witt, as well as powerful stories from young adults in recovery.
- Silent Auction: Bid on exclusive items, from sports memorabilia to chef-prepared dinners, movie tickets, and more. All proceeds support our cause.
- Networking Opportunities: Connect with individuals committed to making a difference.

Tickets are $150 per person, with full tables available for $1,350. Each ticket includes appetizers, dinner, dessert, and beverages.

RSVP and Ticket Info: fentanylfreecommunities.org/rsvp

@[1264749215:2048:Michele Law Hein] @[100002535945200:2048:Michelle Loberg] @[1186140468:2048:Brian Hilgardner] @[100077458432573:2048:Paul Ostrow]

#OpioidAwareness #FacesofFentanyl #FentanylCrisis #FFCFMayGala #CompassionateAction #FentanylFreeCommunities #FocusonFentanyl #LessLivesLost #OnePillCanKill #Minneapolis #Minnesota #StPaul #Twincities #fentanylchangeseverything"
2,0.9982976868183645,641,Fentanyl Free Communities,"FFCF Gala on May 17, 2024

We are honored to announce that Sheriff Dawanna Witt will speak at the Fentanyl Free Communities Foundation Gala on May 17, 2024! 

Join us at the Southview Country Club to hear from the esteemed Hennepin County Sheriff. With her deep commitment to community service and extensive experience in law enforcement, Sheriff Witt will address the urgent issue of the fentanyl crisis in Minnesota, sharing her insights and the progressive steps being taken to combat this epidemic.

📅 Date: May 17, 2024
⏰ Time: 6:00 PM - 9:00 PM
📍 Location: Southview Country Club, West St Paul, MN
👗 Dress Code: Semi-formal Attire

Why Attend?

Educate & Advocate: Support our mission to educate, raise awareness, and drive policy changes.

Inspiring Insights: Enjoy speeches and stories from those at the forefront of recovery and reform.

Silent Auction: Bid on exclusive items from sports memorabilia to unique experiences.

Networking Opportunities: Connect with like-minded individuals passionate about creating fentanyl-free communities.

Tickets are $150 each, or secure a full table of 10 for $1,350. Each ticket includes a delicious meal and beverages. 

To reserve your spot and for more information, visit fentanylfreecommunities.org/rsvp/.

Don’t miss this unforgettable night of empowerment and community action. Together, we can make a difference!

@[1264749215:2048:Michele Law Hein] @[100002535945200:2048:Michelle Loberg] @[1186140468:2048:Brian Hilgardner] @[100077458432573:2048:Paul Ostrow]

#FFCF #FentanylFree #CommunityStrong #PublicSafety #OpioidAwareness #FacesofFentanyl #FentanylCrisis #CompassionateAction #FentanylFreeCommunities #FocusonFentanyl #LessLivesLost #OnePillCanKill #Minneapolis #Minnesota #StPaul #Twincities #fentanylchangeseverything
#FFCF #Gala2024 #CommunitySupport #MakeADifference"
2,0.9981996991549138,643,Fentanyl Free Communities,"Join Us at the FFCF Gala on May 17, 2024!

FFCF Gala Details
•⁠  ⁠Date: Friday, May 17, 2024
•⁠  ⁠Time: 6:00 PM - 9:00 PM
•⁠  ⁠Location: Southview Country Club, 239 Mendota Road East, West St Paul, MN 55118
•⁠  ⁠Dress Code: Semi-formal Attire

Why Should You Attend?

Your presence at the gala represents a powerful commitment to our mission of educating, promoting awareness, and advocating for policy changes to achieve fentanyl-free communities. It promises to be an unforgettable evening, featuring:

•⁠  ⁠Inspiring Insights: Hear from influential speakers such as Congresswoman Angie Craig, Representative Dave Baker, and Sheriff Dawanna Witt, along with impactful stories from individuals advancing in their recovery.
•⁠  ⁠Silent Auction: Bid on various exclusive items—from sports memorabilia to unique experiences—all to support our vital cause.
•⁠  ⁠Networking Opportunities: Connect with like-minded individuals dedicated to creating fentanyl-free communities.

Tickets are $150 each, or secure a full table of 10 for $1,350. Each ticket includes a delicious meal and beverages. We look forward to seeing you for a meaningful engagement and community support night.

@[1264749215:2048:Michele Law Hein] @[100002535945200:2048:Michelle Loberg] @[1186140468:2048:Brian Hilgardner] @[100077458432573:2048:Paul Ostrow] @[100000140814975:2048:Ryan M Vasquez] @[100064435944061:2048:Hennepin County Sheriff's Office] @[100044750823253:2048:Angie Craig] @[100057783560189:2048:Representative Dave Baker]

RSVP and Ticket Information: Visit http://fentanylfreecommunities.org/rsvp

#OpioidAwareness #FacesofFentanyl #FentanylCrisis #CompassionateAction #FentanylFreeCommunities #FocusonFentanyl #LessLivesLost #OnePillCanKill #Minneapolis #Minnesota #StPaul #Twincities #fentanylchangeseverything"
2,0.9981881101807322,644,Fentanyl Free Communities,"FFCF Gala on May 17, 2024

We’re excited that Congresswoman Angie Craig will be a keynote speaker at our Fentanyl Free Communities Gala! This event is a crucial platform for us to unite against the fentanyl crisis in Minnesota. We invite you to join us for an evening of inspiration and advocacy. 

🗓️ Date: Friday, May 17, 2024
⏰ Time: 6:00 PM - 9:00 PM
📍 Location: Southview Country Club, 239 Mendota Road East, West St. Paul, MN 55118
👗 Dress Code: Semi-formal Attire

Why attend the FFCF Gala?
- Inspiring Insights: Hear from influential voices, including Congresswoman Angie Craig, Representative Dave Baker, and Sheriff Dawanna Witt. Listen to powerful stories from individuals making significant strides in their recovery.
- Silent Auction: Bid on exclusive items ranging from sports memorabilia to unique experiences. Your contributions support our mission to create fentanyl-free communities.
- Networking Opportunities: Meet other dedicated individuals and leaders who are passionate about making a difference.

🎟️ Tickets: $150 each or $1,350 for an entire table of 10. Each ticket includes a delicious meal and beverages.

Don’t miss this powerful commitment to education, awareness, and advocacy. It promises to be an unforgettable evening of community support and meaningful engagement. We look forward to seeing you there!

RSVP and Ticket Information. Visit: http://fentanylfreecommunities.org/rsvp

#FentanylFreeCommunities #StopFentanylCrisis #CommunityAction #Minnesota #OpioidAwareness #FacesofFentanyl #FentanylCrisis #CompassionateAction #FentanylFreeCommunities #FocusonFentanyl #LessLivesLost #OnePillCanKill #Minneapolis #Minnesota #StPaul #Twincities #fentanylchangeseverything"
2,0.9981402235961002,642,Fentanyl Free Communities,"A Heartfelt Thank You to Our Sponsors!

The FFCF Gala on May 17 is fast approaching, and we extend our deepest gratitude to all our sponsors for their generous support. Your commitment is crucial in helping us bring the vision of a fentanyl-free community closer to reality.

📅 Join Us at the FFCF Gala on May 17, 2024!
📍 Location: Southview Country Club, 239 Mendota Road East, West St Paul, MN 55118
⏰ Time: 6:00 PM - 9:00 PM
👗 Dress Code: Semi-formal Attire

Why Should You Attend?
This evening promises not just an opportunity for meaningful engagement but an experience filled with:

Inspiring Insights: Hear from Congresswoman Angie Craig, Representative Dave Baker, Sheriff Dawanna Witt, and courageous stories from individuals thriving in recovery.
Silent Auction: Bid on exclusive items, from sports memorabilia to unique experiences, supporting our critical mission.
Networking Opportunities: Connect with individuals dedicated to creating a fentanyl-free future.
🎟 Tickets: $150 each, or secure a table of 10 for $1,350. Each ticket includes a delicious meal and beverages.

🚨 Seats are filling fast, but there's still a chance to join us! Secure your spot now and join a night combining compassion with action.

RSVP and Ticket Information: fentanylfreecommunities.org/RSVP

Let's unite to educate, promote awareness, and advocate for policy changes. We can't wait to see you there!

#OpioidAwareness #FacesofFentanyl #FentanylCrisis #CompassionateAction #FentanylFreeCommunities #FocusonFentanyl #LessLivesLost #OnePillCanKill #Minneapolis #Minnesota #StPaul #Twincities #fentanylchangeseverything"
2,0.9980634552147851,650,Fentanyl Free Communities,"Join Us at the FFCF Gala on May 17, 2024!

FFCF Gala Details
•⁠  ⁠Date: Friday, May 17, 2024
•⁠  ⁠Time: 6:00 PM - 9:00 PM
•⁠  ⁠Location: Southview Country Club, 239 Mendota Road East, West St Paul, MN 55118
•⁠  ⁠Dress Code: Semi-formal Attire

Why Should You Attend?
Your presence at the gala represents a powerful commitment to our mission of educating, promoting awareness, and advocating for policy changes to achieve fentanyl-free communities. It promises to be an unforgettable evening, featuring:
•⁠  ⁠Inspiring Insights: Hear from influential speakers such as Congresswoman Angie Craig, Representative Dave Baker, and Sheriff Dawanna Witt, along with impactful stories from individuals advancing in their recovery.
•⁠  ⁠Silent Auction: Bid on various exclusive items—from sports memorabilia to unique experiences—all to support our vital cause.
•⁠  ⁠Networking Opportunities: Connect with like-minded individuals dedicated to creating fentanyl-free communities.
Tickets are $150 each, or secure a full table of 10 for $1,350. Each ticket includes a delicious meal and beverages. We look forward to seeing you for a meaningful engagement and community support night.

@[1264749215:2048:Michele Law Hein] @[100002535945200:2048:Michelle Loberg] @[1186140468:2048:Brian Hilgardner] @[100077458432573:2048:Paul Ostrow]

RSVP and Ticket Information: Visit http://fentanylfreecommunities.org/rsvp

#OpioidAwareness #FacesofFentanyl #FentanylCrisis #CompassionateAction #FentanylFreeCommunities #FocusonFentanyl #LessLivesLost #OnePillCanKill #Minneapolis #Minnesota #StPaul #Twincities #fentanylchangeseverything"
2,0.9980634519983496,647,Fentanyl Free Communities,"FFCF Gala on May 17, 2024

We welcome Representative Dave Baker as a guest speaker at the Fentanyl Free Communities Foundation Gala on May 17, 2024! 

Join us for a moving evening at the Southview Country Club as we address the critical fentanyl crisis in our community. Rep. Baker brings a deeply personal connection to our cause, having lost his son to opioid addiction. His tragic loss has fueled his dedication to combatting the opioid epidemic through significant legislative action.

📅 Date: Friday, May 17, 2024
⏰ Time: 6:00 PM - 9:00 PM
📍 Location: Southview Country Club, 239 Mendota Road East, West St Paul, MN
👗 Dress Code: Semi-formal Attire

Why Should You Attend?
- Educational and Inspirational Talks: Learn from key figures like Rep. Baker, who will share his personal and legislative experiences in tackling opioid misuse.
- Silent Auction: Come to our silent auction, featuring a variety of exclusive items in support of our mission.
- Networking Opportunities: Meet with others passionate about creating fentanyl-free communities.

Tickets are $150 each, or secure a full table of 10 for $1,350. Each ticket includes a delicious meal and beverages. To reserve your spot and for more information, please visit fentanylfreecommunities.org/rsvp/

Let’s stand together to support the vital work of the Fentanyl Free Communities Foundation and make a difference in our community!

#FFCF #FentanylAwareness #CommunityHealth #PublicSafety"
2,0.9976216638329624,792,Fentanyl Free Communities,"May Gala 2024

Join us for the inaugural Fentanyl Free Communities Foundation Gala at Southview Country Club and make a difference.

Date: Friday, May 17, 2024  
Time: 6:00 PM – 9:00 PM  
Location: Southview Country Club, 239 Mendota Road East, West St Paul, MN 55118  
Dress Code: Semi-formal Attire

Why Attend?  
Your attendance fuels our mission through education, outreach, and policy initiatives to create fentanyl-free communities. This elegant evening promises:

- Inspiring Insights: From Congresswoman Angie Craig and Hennepin County Sheriff Dawanna Witt, who are leading voices in public health and safety and young adults in recovery.
- Silent Auction: Bid on exclusive sports memorabilia, a chef-made dinner for 6, movie tickets, themed baskets, and more, with all proceeds bolstering our cause.
- Networking: Connect with individuals who share your passion for making a difference.

Tickets: $150 per person or $1,350 for a full table of ten. The price includes an appetizer, dinner, dessert, coffee, tea, and water.

RSVP NOW! Join us in building safer communities, one life at a time. fentanylfreecommunities.org/rsvp"
2,0.9975598094560937,791,Fentanyl Free Communities,"Join us for the inaugural Fentanyl Free Communities Foundation Gala at Southview Country Club and make a difference.

Date: Friday, May 17, 2024  
Time: 6:00 PM – 9:00 PM  
Location: Southview Country Club, 239 Mendota Road East, West St Paul, MN 55118  
Dress Code: Semi-formal Attire

Why Attend?  
Your attendance fuels our mission through education, outreach, and policy initiatives to create fentanyl-free communities. This elegant evening promises:

- Inspiring Insights: From Congresswoman Angie Craig and Hennepin County Sheriff Dawanna Witt, who are leading voices in public health and safety and young adults in recovery.
- Silent Auction: Bid on exclusive sports memorabilia, a chef-made dinner for 6, movie tickets, themed baskets, and more, with all proceeds bolstering our cause.
- Networking: Connect with individuals who share your passion for making a difference.

Tickets: $150 per person or $1,350 for a full table of ten. The price includes an appetizer, dinner, dessert, coffee, tea, and water.

RSVP NOW! Join us in building safer communities, one life at a time. fentanylfreecommunities.org/rsvp"
3,0.999165616950643,319,Eddy4Congress,"""Fentanyl seizures at the SW border continue to set records, leading to 100,000 overdose deaths per year! This includes over 1,500 child deaths in 2021, 30x more than in 2013. Stop the chaos!""

Chris Eddy is committed to tackling the crisis at our borders and ensuring the safety and security of our communities. Join him in bringing civility, fiscal discipline, and security back to our nation. Vote for Chris Eddy for US Congress District 25. Let's stop the chaos together!

👍 Like our Facebook Page at https://www.facebook.com/eddy4congress and visit our Website at https://www.eddy4congress.com to support a veteran and proven leader for Congress!

Chris Eddy was a member of the U.S. Air Force and the use of his military rank, job titles, and photographs in uniform does not imply endorsement by the U.S. Air Force or the U. S. Department of Defense.

This ad is paid for and approved by Chris Eddy, Republican for U.S. Congress.,""Fentanyl seizures at the SW border continue to set records, leading to 100,000 overdose deaths per year! This includes over 1,500 child deaths in 2021, 30x more than in 2013. Stop the chaos!""

Chris Eddy is committed to tackling the crisis at our borders and ensuring the safety and security of our communities. Join him in bringing civility, fiscal discipline, and security back to our nation. Vote for Chris Eddy for US Congress District 25. Let's stop the chaos together!

👍 Like our Facebook Page at https://www.facebook.com/eddy4congress and visit our Website at https://www.eddy4congress.com to support a veteran and proven leader for Congress!

Chris Eddy was a member of the U.S. Air Force and the use of his military rank, job titles, and photographs in uniform does not imply endorsement by the U.S. Air Force or the U. S. Department of Defense.

This ad is paid for and approved by Chris Eddy, Republican for U.S. Congress.,""Fentanyl seizures at the SW border continue to set records, leading to 100,000 overdose deaths per year! This includes over 1,500 child deaths in 2021, 30x more than in 2013. Stop the chaos!""

Chris Eddy is committed to tackling the crisis at our borders and ensuring the safety and security of our communities. Join him in bringing civility, fiscal discipline, and security back to our nation. Vote for Chris Eddy for US Congress District 25. Let's stop the chaos together!

👍 Like our Facebook Page at https://www.facebook.com/eddy4congress and visit our Website at https://www.eddy4congress.com to support a veteran and proven leader for Congress!

Chris Eddy was a member of the U.S. Air Force and the use of his military rank, job titles, and photographs in uniform does not imply endorsement by the U.S. Air Force or the U. S. Department of Defense.

This ad is paid for and approved by Chris Eddy, Republican for U.S. Congress.,""Fentanyl seizures at the SW border continue to set records, leading to 100,000 overdose deaths per year! This includes over 1,500 child deaths in 2021, 30x more than in 2013. Stop the chaos!""

Chris Eddy is committed to tackling the crisis at our borders and ensuring the safety and security of our communities. Join him in bringing civility, fiscal discipline, and security back to our nation. Vote for Chris Eddy for US Congress District 25. Let's stop the chaos together!

👍 Like our Facebook Page at https://www.facebook.com/eddy4congress and visit our Website at https://www.eddy4congress.com to support a veteran and proven leader for Congress!

Chris Eddy was a member of the U.S. Air Force and the use of his military rank, job titles, and photographs in uniform does not imply endorsement by the U.S. Air Force or the U. S. Department of Defense.

This ad is paid for and approved by Chris Eddy, Republican for U.S. Congress."
